ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
2014,2925.0,113000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1800,2934.0,93000,360.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
5000,0.0,132000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1625,1803.0,96000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
4000,2500.0,140000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
3762,1666.0,135000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
2400,1863.0,104000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
20233,0.0,480000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2917,0.0,84000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2927,2405.0,111000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
2507,0.0,56000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
3399,1640.0,111000,180.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
3717,0.0,120000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
10000,0.0,155000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
2400,2167.0,115000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
4342,189.0,124000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
15000,0.0,300000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
8666,4983.0,376000,360.0,0.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
4917,0.0,130000,360.0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
5818,2160.0,184000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
4333,2451.0,110000,360.0,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
2500,0.0,67000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
4384,1793.0,117000,360.0,1.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
2935,0.0,98000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
2500,4600.0,176000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
4160,0.0,71000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2647,1587.0,173000,360.0,1.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
2378,0.0,46000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
4554,1229.0,158000,360.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
3173,0.0,74000,360.0,1.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
2499,2458.0,160000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
3083,2168.0,126000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
2625,6250.0,187000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
9083,0.0,228000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
8750,4167.0,308000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2666,2083.0,95000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
5500,0.0,105000,360.0,0.0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
2423,505.0,130000,360.0,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
8333,3167.0,165000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
3875,0.0,67000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3000,1666.0,100000,480.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
5167,3167.0,200000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
4723,0.0,81000,360.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
5000,3667.0,236000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
4750,2333.0,130000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
6822,0.0,141000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
6216,0.0,133000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
2500,0.0,96000,480.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
6325,0.0,175000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
19730,5266.0,570000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
15759,0.0,55000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
5185,0.0,155000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
9323,7873.0,380000,300.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
3062,1987.0,111000,180.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
4817,923.0,120000,180.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
8750,4996.0,130000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
3069,0.0,71000,480.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
5391,0.0,130000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
5941,4232.0,296000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
6000,0.0,156000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
7167,0.0,128000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
4566,0.0,100000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
2346,1600.0,132000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
2333,2417.0,136000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
5488,0.0,125000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
9167,0.0,185000,360.0,1.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
9504,0.0,275000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
1993,1625.0,113000,180.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
3100,1400.0,113000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3180,0.0,71000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3033,1459.0,95000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3902,1666.0,109000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
1500,1800.0,103000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2889,0.0,45000,180.0,0.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
2755,0.0,65000,300.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
2500,20000.0,103000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
1963,0.0,53000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
7441,0.0,194000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
4547,0.0,115000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2167,2400.0,115000,360.0,1.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
2213,0.0,66000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
8300,0.0,152000,300.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
81000,0.0,360000,360.0,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
3867,0.0,62000,360.0,1.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
6096,0.0,218000,360.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2253,2033.0,110000,360.0,1.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2149,3237.0,178000,360.0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
2995,0.0,60000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2600,0.0,160000,360.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1600,20000.0,239000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1025,2773.0,112000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
3246,1417.0,138000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
5829,0.0,138000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
1820,1719.0,100000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
14880,0.0,96000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
2666,4300.0,121000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4606,0.0,81000,360.0,1.0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
5935,0.0,133000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
2920,16.12000084,87000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
2717,0.0,60000,180.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
8624,0.0,150000,360.0,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6500,0.0,105000,360.0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2425,2340.0,143000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
3750,0.0,100000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
1926,1851.0,50000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
10416,0.0,187000,360.0,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
7142,0.0,138000,360.0,1.0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
3660,5064.0,187000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
7901,1833.0,180000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4707,1993.0,148000,360.0,1.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
37719,0.0,152000,360.0,1.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
3466,1210.0,130000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
4652,0.0,110000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
3340,1710.0,150000,360.0,0.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2309,1255.0,125000,360.0,0.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
3948,1733.0,149000,360.0,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
2483,2466.0,90000,180.0,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
7085,0.0,84000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
3859,0.0,96000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
4301,0.0,118000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3708,2569.0,173000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
4354,0.0,136000,360.0,1.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
8334,0.0,160000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
7740,0.0,128000,180.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3015,2188.0,153000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4166,0.0,98000,360.0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
6000,0.0,140000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2947,1664.0,70000,180.0,0.0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
4333,2451.0,110000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3450,2079.0,162000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
2653,1500.0,113000,180.0,0.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
4691,0.0,100000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
5532,4648.0,162000,360.0,1.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
16525,1014.0,150000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
6700,1750.0,230000,300.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
16667,2250.0,86000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
4350,0.0,154000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
3095,0.0,113000,360.0,1.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
2083,3150.0,128000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
10833,0.0,234000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
8333,0.0,246000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1958,2436.0,131000,360.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
3547,0.0,80000,360.0,0.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
18333,0.0,500000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
4583,2083.0,160000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
2435,0.0,75000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
3691,0.0,110000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
17263,0.0,225000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
3597,2157.0,119000,360.0,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
3326,913.0,105000,84.0,1.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
2600,1700.0,107000,360.0,1.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2895,0.0,95000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
6283,4416.0,209000,360.0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
645,3683.0,113000,480.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
3159,0.0,100000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
4865,5624.0,208000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3814,1483.0,124000,300.0,1.0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
3510,4416.0,243000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2479,3013.0,188000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
13262,0.0,40000,360.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
3598,1287.0,100000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
6065,2004.0,250000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3283,2035.0,148000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
2130,6666.0,70000,180.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
5815,3666.0,311000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
3466,3428.0,150000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2031,1632.0,113000,480.0,1.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
4683,1915.0,185000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
3400,0.0,95000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
2192,1742.0,45000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
2500,0.0,55000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
5677,1424.0,100000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
7948,7166.0,480000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
17500,0.0,400000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
3775,0.0,110000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
5285,1430.0,161000,360.0,0.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
2679,1302.0,94000,360.0,1.0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
6783,0.0,130000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
4281,0.0,100000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3588,0.0,110000,360.0,0.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
18165,0.0,125000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
6133,3906.0,324000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3617,0.0,107000,360.0,1.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
2917,536.0,66000,360.0,1.0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
6417,0.0,157000,180.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
4608,2845.0,140000,180.0,1.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
2138,0.0,99000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2239,2524.0,128000,360.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
2768,1950.0,155000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
3358,0.0,80000,36.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
2526,1783.0,145000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
5000,0.0,103000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2785,2016.0,110000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
3333,3250.0,158000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
2454,2333.0,181000,360.0,0.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
3593,4266.0,132000,180.0,0.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
5468,1032.0,26000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
10139,0.0,260000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
3887,2669.0,162000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
4180,2306.0,182000,360.0,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
3675,242.0,108000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
19484,0.0,600000,360.0,1.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
5923,2054.0,211000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
5800,0.0,132000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
8799,0.0,258000,360.0,0.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3333,0.0,70000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
3400,2500.0,123000,360.0,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2378,0.0,9000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3166,2064.0,104000,360.0,0.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3417,1750.0,186000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
16666,0.0,275000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
6125,1625.0,187000,480.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
6406,0.0,150000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
3159,461.0,108000,84.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3229,2739.0,110000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
1782,2232.0,107000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
6540,0.0,205000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1836,33837.0,90000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
3166,0.0,36000,360.0,1.0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
2787,1917.0,146000,360.0,0.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4283,3000.0,172000,84.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2297,1522.0,104000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
2165,0.0,70000,360.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
2726,0.0,106000,360.0,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
3000,3416.0,56000,180.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
6000,0.0,205000,240.0,1.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
3859,3300.0,142000,180.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
16120,0.0,260000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
3833,0.0,110000,360.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
6383,1000.0,187000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
9963,0.0,180000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
5780,0.0,192000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
5703,0.0,128000,360.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3676,4301.0,172000,360.0,1.0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
12000,0.0,496000,360.0,1.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
3400,2500.0,173000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3987,1411.0,157000,360.0,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
3232,1950.0,108000,360.0,1.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
2900,0.0,71000,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
4106,0.0,40000,180.0,1.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
8072,240.0,253000,360.0,1.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
7583,0.0,187000,360.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
4583,0.0,133000,360.0,0.0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
